class,kind,type,qualifier,severity,line,procedure,procedure_id,file,trace,key,qualifier_tags,hash,bug_id,always_report,advice
PROVER,ERROR,NULL_DEREFERENCE,"object `EclipseNullReferenceTestCases$Report14$X.o` last assigned on line 300 could be null and is dereferenced at line 304",HIGH,304,"EclipseNullReferenceTestCases$Report14$X.<init>()","java.npe.EclipseNullReferenceTestCases$Report14$X.<init>().3fd49b7136ac73e2ad62189aac8a27f4",src/main/java/java/npe/EclipseNullReferenceTestCases.java,"{""trace"":[{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":302,""column_number"":-1,""description"":""start of procedure EclipseNullReferenceTestCases$Report14$X()"",""node_tags"":[{""tag"":""kind"",""value"":""procedure_start""},{""tag"":""name"",""value"":""EclipseNullReferenceTestCases$Report14$X.<init>()""},{""tag"":""name_id"",""value"":""java.npe.EclipseNullReferenceTestCases$Report14$X.<init>().3fd49b7136ac73e2ad62189aac8a27f4""}]},{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":300,""column_number"":-1,""description"":"""",""node_tags"":[]},{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":303,""column_number"":-1,""description"":"""",""node_tags"":[]},{""level"":1,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":307,""column_number"":-1,""description"":""start of procedure bar()"",""node_tags"":[{""tag"":""kind"",""value"":""procedure_start""},{""tag"":""name"",""value"":""void EclipseNullReferenceTestCases$Report14$X.bar()""},{""tag"":""name_id"",""value"":""java.npe.EclipseNullReferenceTestCases$Report14$X.bar():void.a5fcec7758e41e32cd794b41efaa0350""}]},{""level"":1,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":308,""column_number"":-1,""description"":""return from a call to void EclipseNullReferenceTestCases$Report14$X.bar()"",""node_tags"":[{""tag"":""kind"",""value"":""procedure_end""},{""tag"":""name"",""value"":""void EclipseNullReferenceTestCases$Report14$X.bar()""},{""tag"":""name_id"",""value"":""java.npe.EclipseNullReferenceTestCases$Report14$X.bar():void.a5fcec7758e41e32cd794b41efaa0350""}]},{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":304,""column_number"":-1,""description"":"""",""node_tags"":[]}]}","55864609","<qualifier_tags><bucket>B1</bucket><line>304</line><assigned_line>300</assigned_line><value>EclipseNullReferenceTestCases$Report14$X.o</value></qualifier_tags>","1011439342","56","false",""
PROVER,ERROR,NULL_DEREFERENCE,"object `x` last assigned on line 403 could be null and is dereferenced at line 404",HIGH,404,"void EclipseNullReferenceTestCases$Report17$X.foo()","java.npe.EclipseNullReferenceTestCases$Report17$X.foo():void.2d07868bf81655b9b8f24915462995a9",src/main/java/java/npe/EclipseNullReferenceTestCases.java,"{""trace"":[{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":402,""column_number"":-1,""description"":""start of procedure foo()"",""node_tags"":[{""tag"":""kind"",""value"":""procedure_start""},{""tag"":""name"",""value"":""void EclipseNullReferenceTestCases$Report17$X.foo()""},{""tag"":""name_id"",""value"":""java.npe.EclipseNullReferenceTestCases$Report17$X.foo():void.2d07868bf81655b9b8f24915462995a9""}]},{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":403,""column_number"":-1,""description"":"""",""node_tags"":[]},{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":404,""column_number"":-1,""description"":"""",""node_tags"":[]}]}","362269638","<qualifier_tags><bucket>B1</bucket><line>404</line><assigned_line>403</assigned_line><value>x</value></qualifier_tags>","805357274","57","false",""
PROVER,ERROR,NULL_DEREFERENCE,"object `o` last assigned on line 414 could be null and is dereferenced at line 415",HIGH,415,"void EclipseNullReferenceTestCases$Report18$X.foo()","java.npe.EclipseNullReferenceTestCases$Report18$X.foo():void.fd0b49e583f0b368ed2143c3840b5380",src/main/java/java/npe/EclipseNullReferenceTestCases.java,"{""trace"":[{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":413,""column_number"":-1,""description"":""start of procedure foo()"",""node_tags"":[{""tag"":""kind"",""value"":""procedure_start""},{""tag"":""name"",""value"":""void EclipseNullReferenceTestCases$Report18$X.foo()""},{""tag"":""name_id"",""value"":""java.npe.EclipseNullReferenceTestCases$Report18$X.foo():void.fd0b49e583f0b368ed2143c3840b5380""}]},{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":414,""column_number"":-1,""description"":"""",""node_tags"":[]},{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":415,""column_number"":-1,""description"":"""",""node_tags"":[]}]}","258590893","<qualifier_tags><bucket>B1</bucket><line>415</line><assigned_line>414</assigned_line><value>o</value></qualifier_tags>","130201105","58","false",""
PROVER,ERROR,NULL_DEREFERENCE,"object `o` last assigned on line 425 could be null and is dereferenced at line 426",HIGH,426,"void EclipseNullReferenceTestCases$Report19$X.foo()","java.npe.EclipseNullReferenceTestCases$Report19$X.foo():void.1c0f65db4aad7eea5577427615bf307a",src/main/java/java/npe/EclipseNullReferenceTestCases.java,"{""trace"":[{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":424,""column_number"":-1,""description"":""start of procedure foo()"",""node_tags"":[{""tag"":""kind"",""value"":""procedure_start""},{""tag"":""name"",""value"":""void EclipseNullReferenceTestCases$Report19$X.foo()""},{""tag"":""name_id"",""value"":""java.npe.EclipseNullReferenceTestCases$Report19$X.foo():void.1c0f65db4aad7eea5577427615bf307a""}]},{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":425,""column_number"":-1,""description"":"""",""node_tags"":[]},{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":426,""column_number"":-1,""description"":"""",""node_tags"":[]}]}","258590893","<qualifier_tags><bucket>B1</bucket><line>426</line><assigned_line>425</assigned_line><value>o</value></qualifier_tags>","1024179620","59","false",""
PROVER,ERROR,NULL_DEREFERENCE,"object `o` last assigned on line 447 could be null and is dereferenced at line 448",HIGH,448,"void EclipseNullReferenceTestCases$Report20$X.foo()","java.npe.EclipseNullReferenceTestCases$Report20$X.foo():void.dfaa48fa2e3e49fb77f8dfaff77f4d20",src/main/java/java/npe/EclipseNullReferenceTestCases.java,"{""trace"":[{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":446,""column_number"":-1,""description"":""start of procedure foo()"",""node_tags"":[{""tag"":""kind"",""value"":""procedure_start""},{""tag"":""name"",""value"":""void EclipseNullReferenceTestCases$Report20$X.foo()""},{""tag"":""name_id"",""value"":""java.npe.EclipseNullReferenceTestCases$Report20$X.foo():void.dfaa48fa2e3e49fb77f8dfaff77f4d20""}]},{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":447,""column_number"":-1,""description"":"""",""node_tags"":[]},{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":448,""column_number"":-1,""description"":"""",""node_tags"":[]}]}","258590893","<qualifier_tags><bucket>B1</bucket><line>448</line><assigned_line>447</assigned_line><value>o</value></qualifier_tags>","455470855","60","false",""
PROVER,ERROR,NULL_DEREFERENCE,"object `o` last assigned on line 460 could be null and is dereferenced at line 461",HIGH,461,"void EclipseNullReferenceTestCases$Report21$X.foo()","java.npe.EclipseNullReferenceTestCases$Report21$X.foo():void.00538273183b6aebf671d889962d4f61",src/main/java/java/npe/EclipseNullReferenceTestCases.java,"{""trace"":[{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":459,""column_number"":-1,""description"":""start of procedure foo()"",""node_tags"":[{""tag"":""kind"",""value"":""procedure_start""},{""tag"":""name"",""value"":""void EclipseNullReferenceTestCases$Report21$X.foo()""},{""tag"":""name_id"",""value"":""java.npe.EclipseNullReferenceTestCases$Report21$X.foo():void.00538273183b6aebf671d889962d4f61""}]},{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":460,""column_number"":-1,""description"":""Taking true branch"",""node_tags"":[{""tag"":""kind"",""value"":""condition""},{""tag"":""branch"",""value"":""true""}]},{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":461,""column_number"":-1,""description"":"""",""node_tags"":[]}]}","554263836","<qualifier_tags><bucket>B1</bucket><line>461</line><assigned_line>460</assigned_line><value>o</value></qualifier_tags>","29980222","61","false",""
PROVER,ERROR,NULL_DEREFERENCE,"object `i` last assigned on line 499 could be null and is dereferenced at line 500",HIGH,500,"void EclipseNullReferenceTestCases$Report23$X.foo()","java.npe.EclipseNullReferenceTestCases$Report23$X.foo():void.2ac0dc4a0b22888fca68f1cd9cc444e7",src/main/java/java/npe/EclipseNullReferenceTestCases.java,"{""trace"":[{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":498,""column_number"":-1,""description"":""start of procedure foo()"",""node_tags"":[{""tag"":""kind"",""value"":""procedure_start""},{""tag"":""name"",""value"":""void EclipseNullReferenceTestCases$Report23$X.foo()""},{""tag"":""name_id"",""value"":""java.npe.EclipseNullReferenceTestCases$Report23$X.foo():void.2ac0dc4a0b22888fca68f1cd9cc444e7""}]},{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":499,""column_number"":-1,""description"":"""",""node_tags"":[]},{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":500,""column_number"":-1,""description"":"""",""node_tags"":[]}]}","28000526","<qualifier_tags><bucket>B1</bucket><line>500</line><assigned_line>499</assigned_line><value>i</value></qualifier_tags>","778279345","62","false",""
PROVER,ERROR,NULL_DEREFERENCE,"object `i` last assigned on line 510 could be null and is dereferenced at line 511",HIGH,511,"void EclipseNullReferenceTestCases$Report24$X.foo()","java.npe.EclipseNullReferenceTestCases$Report24$X.foo():void.b9d69fdb6f09e662b6a00234a510634f",src/main/java/java/npe/EclipseNullReferenceTestCases.java,"{""trace"":[{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":509,""column_number"":-1,""description"":""start of procedure foo()"",""node_tags"":[{""tag"":""kind"",""value"":""procedure_start""},{""tag"":""name"",""value"":""void EclipseNullReferenceTestCases$Report24$X.foo()""},{""tag"":""name_id"",""value"":""java.npe.EclipseNullReferenceTestCases$Report24$X.foo():void.b9d69fdb6f09e662b6a00234a510634f""}]},{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":510,""column_number"":-1,""description"":"""",""node_tags"":[]},{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":511,""column_number"":-1,""description"":"""",""node_tags"":[]}]}","532997177","<qualifier_tags><bucket>B1</bucket><line>511</line><assigned_line>510</assigned_line><value>i</value></qualifier_tags>","490669464","63","false",""
PROVER,ERROR,NULL_DEREFERENCE,"object `i` last assigned on line 535 could be null and is dereferenced at line 536",HIGH,536,"void EclipseNullReferenceTestCases$Report26$X.foo()","java.npe.EclipseNullReferenceTestCases$Report26$X.foo():void.3faa37a7c18977bf012f2794a4a9db97",src/main/java/java/npe/EclipseNullReferenceTestCases.java,"{""trace"":[{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":534,""column_number"":-1,""description"":""start of procedure foo()"",""node_tags"":[{""tag"":""kind"",""value"":""procedure_start""},{""tag"":""name"",""value"":""void EclipseNullReferenceTestCases$Report26$X.foo()""},{""tag"":""name_id"",""value"":""java.npe.EclipseNullReferenceTestCases$Report26$X.foo():void.3faa37a7c18977bf012f2794a4a9db97""}]},{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":535,""column_number"":-1,""description"":"""",""node_tags"":[]},{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":536,""column_number"":-1,""description"":"""",""node_tags"":[]}]}","1017770214","<qualifier_tags><bucket>B1</bucket><line>536</line><assigned_line>535</assigned_line><value>i</value></qualifier_tags>","694279068","64","false",""
PROVER,ERROR,NULL_DEREFERENCE,"object `args` last assigned on line 571 could be null and is dereferenced at line 572",HIGH,572,"void EclipseNullReferenceTestCases$Report27$X.main(java.lang.String[])","java.npe.EclipseNullReferenceTestCases$Report27$X.main(java.lang.String[]):void.c8e6f0ef92b4416edc00a0a716d95490",src/main/java/java/npe/EclipseNullReferenceTestCases.java,"{""trace"":[{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":570,""column_number"":-1,""description"":""start of procedure main(...)"",""node_tags"":[{""tag"":""kind"",""value"":""procedure_start""},{""tag"":""name"",""value"":""void EclipseNullReferenceTestCases$Report27$X.main(java.lang.String[])""},{""tag"":""name_id"",""value"":""java.npe.EclipseNullReferenceTestCases$Report27$X.main(java.lang.String[]):void.c8e6f0ef92b4416edc00a0a716d95490""}]},{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":571,""column_number"":-1,""description"":"""",""node_tags"":[]},{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":572,""column_number"":-1,""description"":"""",""node_tags"":[]}]}","1053342325","<qualifier_tags><bucket>B1</bucket><line>572</line><assigned_line>571</assigned_line><value>args</value></qualifier_tags>","114798588","65","false",""
PROVER,ERROR,NULL_DEREFERENCE,"object `o` last assigned on line 990 could be null and is dereferenced at line 999",HIGH,999,"void EclipseNullReferenceTestCases$Report44$X.foo()","java.npe.EclipseNullReferenceTestCases$Report44$X.foo():void.5bf186e3e477a9429359043a642347a7",src/main/java/java/npe/EclipseNullReferenceTestCases.java,"{""trace"":[{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":989,""column_number"":-1,""description"":""start of procedure foo()"",""node_tags"":[{""tag"":""kind"",""value"":""procedure_start""},{""tag"":""name"",""value"":""void EclipseNullReferenceTestCases$Report44$X.foo()""},{""tag"":""name_id"",""value"":""java.npe.EclipseNullReferenceTestCases$Report44$X.foo():void.5bf186e3e477a9429359043a642347a7""}]},{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":990,""column_number"":-1,""description"":"""",""node_tags"":[]},{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":999,""column_number"":-1,""description"":"""",""node_tags"":[]}]}","258590893","<qualifier_tags><bucket>B1</bucket><line>999</line><assigned_line>990</assigned_line><value>o</value></qualifier_tags>","214164604","66","false",""
PROVER,ERROR,NULL_DEREFERENCE,"object `o` last assigned on line 1106 could be null and is dereferenced at line 1108",HIGH,1108,"void EclipseNullReferenceTestCases$Report51$X.foo(Object)","java.npe.EclipseNullReferenceTestCases$Report51$X.foo(java.lang.Object):void.b20bece6e36d024c8b545fa954bab890",src/main/java/java/npe/EclipseNullReferenceTestCases.java,"{""trace"":[{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":1104,""column_number"":-1,""description"":""start of procedure foo(...)"",""node_tags"":[{""tag"":""kind"",""value"":""procedure_start""},{""tag"":""name"",""value"":""void EclipseNullReferenceTestCases$Report51$X.foo(Object)""},{""tag"":""name_id"",""value"":""java.npe.EclipseNullReferenceTestCases$Report51$X.foo(java.lang.Object):void.b20bece6e36d024c8b545fa954bab890""}]},{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":1105,""column_number"":-1,""description"":""Taking true branch"",""node_tags"":[{""tag"":""kind"",""value"":""condition""},{""tag"":""branch"",""value"":""true""}]},{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":1106,""column_number"":-1,""description"":"""",""node_tags"":[]},{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":1108,""column_number"":-1,""description"":"""",""node_tags"":[]}]}","202874294","<qualifier_tags><bucket>B1</bucket><line>1108</line><assigned_line>1106</assigned_line><value>o</value></qualifier_tags>","372500195","67","false",""
PROVER,ERROR,NULL_DEREFERENCE,"object `o` last assigned on line 1121 could be null and is dereferenced at line 1126",HIGH,1126,"void EclipseNullReferenceTestCases$Report52$X.foo(Object)","java.npe.EclipseNullReferenceTestCases$Report52$X.foo(java.lang.Object):void.d8ce745e9c9c090bfb10dae34f0bc06b",src/main/java/java/npe/EclipseNullReferenceTestCases.java,"{""trace"":[{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":1119,""column_number"":-1,""description"":""start of procedure foo(...)"",""node_tags"":[{""tag"":""kind"",""value"":""procedure_start""},{""tag"":""name"",""value"":""void EclipseNullReferenceTestCases$Report52$X.foo(Object)""},{""tag"":""name_id"",""value"":""java.npe.EclipseNullReferenceTestCases$Report52$X.foo(java.lang.Object):void.d8ce745e9c9c090bfb10dae34f0bc06b""}]},{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":1120,""column_number"":-1,""description"":""Taking true branch"",""node_tags"":[{""tag"":""kind"",""value"":""condition""},{""tag"":""branch"",""value"":""true""}]},{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":1121,""column_number"":-1,""description"":"""",""node_tags"":[]},{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":1123,""column_number"":-1,""description"":""Taking false branch"",""node_tags"":[{""tag"":""kind"",""value"":""condition""},{""tag"":""branch"",""value"":""false""}]},{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":1126,""column_number"":-1,""description"":"""",""node_tags"":[]}]}","988785436","<qualifier_tags><bucket>B1</bucket><line>1126</line><assigned_line>1121</assigned_line><value>o</value></qualifier_tags>","382962626","68","false",""
PROVER,ERROR,NULL_DEREFERENCE,"object `o` last assigned on line 1139 could be null and is dereferenced at line 1142",HIGH,1142,"void EclipseNullReferenceTestCases$Report53$X.foo(Object)","java.npe.EclipseNullReferenceTestCases$Report53$X.foo(java.lang.Object):void.4eb43aabea70eff927e9170ee40fd70a",src/main/java/java/npe/EclipseNullReferenceTestCases.java,"{""trace"":[{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":1137,""column_number"":-1,""description"":""start of procedure foo(...)"",""node_tags"":[{""tag"":""kind"",""value"":""procedure_start""},{""tag"":""name"",""value"":""void EclipseNullReferenceTestCases$Report53$X.foo(Object)""},{""tag"":""name_id"",""value"":""java.npe.EclipseNullReferenceTestCases$Report53$X.foo(java.lang.Object):void.4eb43aabea70eff927e9170ee40fd70a""}]},{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":1138,""column_number"":-1,""description"":""Taking true branch"",""node_tags"":[{""tag"":""kind"",""value"":""condition""},{""tag"":""branch"",""value"":""true""}]},{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":1139,""column_number"":-1,""description"":"""",""node_tags"":[]},{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":1141,""column_number"":-1,""description"":""Taking true branch"",""node_tags"":[{""tag"":""kind"",""value"":""condition""},{""tag"":""branch"",""value"":""true""}]},{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":1142,""column_number"":-1,""description"":"""",""node_tags"":[]}]}","868764519","<qualifier_tags><bucket>B1</bucket><line>1142</line><assigned_line>1139</assigned_line><value>o</value></qualifier_tags>","444479727","69","false",""
PROVER,ERROR,NULL_DEREFERENCE,"object `o` last assigned on line 1139 could be null and is dereferenced at line 1145",HIGH,1145,"void EclipseNullReferenceTestCases$Report53$X.foo(Object)","java.npe.EclipseNullReferenceTestCases$Report53$X.foo(java.lang.Object):void.4eb43aabea70eff927e9170ee40fd70a",src/main/java/java/npe/EclipseNullReferenceTestCases.java,"{""trace"":[{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":1137,""column_number"":-1,""description"":""start of procedure foo(...)"",""node_tags"":[{""tag"":""kind"",""value"":""procedure_start""},{""tag"":""name"",""value"":""void EclipseNullReferenceTestCases$Report53$X.foo(Object)""},{""tag"":""name_id"",""value"":""java.npe.EclipseNullReferenceTestCases$Report53$X.foo(java.lang.Object):void.4eb43aabea70eff927e9170ee40fd70a""}]},{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":1138,""column_number"":-1,""description"":""Taking true branch"",""node_tags"":[{""tag"":""kind"",""value"":""condition""},{""tag"":""branch"",""value"":""true""}]},{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":1139,""column_number"":-1,""description"":"""",""node_tags"":[]},{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":1141,""column_number"":-1,""description"":""Taking false branch"",""node_tags"":[{""tag"":""kind"",""value"":""condition""},{""tag"":""branch"",""value"":""false""}]},{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":1145,""column_number"":-1,""description"":"""",""node_tags"":[]}]}","711113371","<qualifier_tags><bucket>B1</bucket><line>1145</line><assigned_line>1139</assigned_line><value>o</value></qualifier_tags>","955791633","70","false",""
PROVER,ERROR,NULL_DEREFERENCE,"object `s1` last assigned on line 1371 could be null and is dereferenced at line 1375",HIGH,1375,"void EclipseNullReferenceTestCases$Report62$X.foo(boolean)","java.npe.EclipseNullReferenceTestCases$Report62$X.foo(boolean):void.7d160f5446db3a803663b792d0ebb9d7",src/main/java/java/npe/EclipseNullReferenceTestCases.java,"{""trace"":[{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":1370,""column_number"":-1,""description"":""start of procedure foo(...)"",""node_tags"":[{""tag"":""kind"",""value"":""procedure_start""},{""tag"":""name"",""value"":""void EclipseNullReferenceTestCases$Report62$X.foo(boolean)""},{""tag"":""name_id"",""value"":""java.npe.EclipseNullReferenceTestCases$Report62$X.foo(boolean):void.7d160f5446db3a803663b792d0ebb9d7""}]},{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":1371,""column_number"":-1,""description"":"""",""node_tags"":[]},{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":1372,""column_number"":-1,""description"":""Taking false branch"",""node_tags"":[{""tag"":""kind"",""value"":""condition""},{""tag"":""branch"",""value"":""false""}]},{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":1375,""column_number"":-1,""description"":"""",""node_tags"":[]}]}","480876391","<qualifier_tags><bucket>B1</bucket><line>1375</line><assigned_line>1371</assigned_line><value>s1</value></qualifier_tags>","946468891","71","false",""
PROVER,ERROR,NULL_DEREFERENCE,"object `s2` last assigned on line 1384 could be null and is dereferenced at line 1390",HIGH,1390,"void EclipseNullReferenceTestCases$Report63$X.foo(String)","java.npe.EclipseNullReferenceTestCases$Report63$X.foo(java.lang.String):void.5f231e5b9c24dfc3298c160b278f0d2f",src/main/java/java/npe/EclipseNullReferenceTestCases.java,"{""trace"":[{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":1383,""column_number"":-1,""description"":""start of procedure foo(...)"",""node_tags"":[{""tag"":""kind"",""value"":""procedure_start""},{""tag"":""name"",""value"":""void EclipseNullReferenceTestCases$Report63$X.foo(String)""},{""tag"":""name_id"",""value"":""java.npe.EclipseNullReferenceTestCases$Report63$X.foo(java.lang.String):void.5f231e5b9c24dfc3298c160b278f0d2f""}]},{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":1384,""column_number"":-1,""description"":"""",""node_tags"":[]},{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":1385,""column_number"":-1,""description"":""Taking false branch"",""node_tags"":[{""tag"":""kind"",""value"":""condition""},{""tag"":""branch"",""value"":""false""}]},{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":1389,""column_number"":-1,""description"":""Skipping toString(): unknown method"",""node_tags"":[]},{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":1390,""column_number"":-1,""description"":"""",""node_tags"":[]}]}","457993650","<qualifier_tags><bucket>B1</bucket><line>1390</line><assigned_line>1384</assigned_line><value>s2</value></qualifier_tags>","262978043","72","false",""
PROVER,ERROR,NULL_DEREFERENCE,"object `o` last assigned on line 1648 could be null and is dereferenced at line 1649",HIGH,1649,"void EclipseNullReferenceTestCases$Report75$X.foo()","java.npe.EclipseNullReferenceTestCases$Report75$X.foo():void.ed33cfcf55b77923c9bce6882797e1a8",src/main/java/java/npe/EclipseNullReferenceTestCases.java,"{""trace"":[{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":1647,""column_number"":-1,""description"":""start of procedure foo()"",""node_tags"":[{""tag"":""kind"",""value"":""procedure_start""},{""tag"":""name"",""value"":""void EclipseNullReferenceTestCases$Report75$X.foo()""},{""tag"":""name_id"",""value"":""java.npe.EclipseNullReferenceTestCases$Report75$X.foo():void.ed33cfcf55b77923c9bce6882797e1a8""}]},{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":1648,""column_number"":-1,""description"":"""",""node_tags"":[]},{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":1649,""column_number"":-1,""description"":"""",""node_tags"":[]}]}","309691928","<qualifier_tags><bucket>B1</bucket><line>1649</line><assigned_line>1648</assigned_line><value>o</value></qualifier_tags>","1020252932","73","false",""
