class,kind,type,qualifier,severity,line,procedure,procedure_id,file,trace,key,qualifier_tags,hash,bug_id,always_report,advice
PROVER,ERROR,NULL_DEREFERENCE,"object `EclipseNullReferenceTestCases$Report2$X.o` last assigned on line 38 could be null and is dereferenced at line 39",HIGH,39,"void EclipseNullReferenceTestCases$Report2$X.foo()","java.npe.EclipseNullReferenceTestCases$Report2$X.foo():void.e31f497e895caff2b755f8bc906c3d06",src/main/java/java/npe/EclipseNullReferenceTestCases.java,"{""trace"":[{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":37,""column_number"":-1,""description"":""start of procedure foo()"",""node_tags"":[{""tag"":""kind"",""value"":""procedure_start""},{""tag"":""name"",""value"":""void EclipseNullReferenceTestCases$Report2$X.foo()""},{""tag"":""name_id"",""value"":""java.npe.EclipseNullReferenceTestCases$Report2$X.foo():void.e31f497e895caff2b755f8bc906c3d06""}]},{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":38,""column_number"":-1,""description"":"""",""node_tags"":[]},{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":39,""column_number"":-1,""description"":"""",""node_tags"":[]}]}","775214210","<qualifier_tags><bucket>B1</bucket><line>39</line><assigned_line>38</assigned_line><value>EclipseNullReferenceTestCases$Report2$X.o</value></qualifier_tags>","547176195","24","false",""
PROVER,ERROR,NULL_DEREFERENCE,"object `o` last assigned on line 40 could be null and is dereferenced at line 44",HIGH,44,"void InstanceOf.test3()","java.npe.InstanceOf.test3():void.b739ea71e4bea54f2de2ea7e1fec60a3",src/main/java/java/npe/InstanceOf.java,"{""trace"":[{""level"":0,""filename"":""src/main/java/java/npe/InstanceOf.java"",""line_number"":39,""column_number"":-1,""description"":""start of procedure test3()"",""node_tags"":[{""tag"":""kind"",""value"":""procedure_start""},{""tag"":""name"",""value"":""void InstanceOf.test3()""},{""tag"":""name_id"",""value"":""java.npe.InstanceOf.test3():void.b739ea71e4bea54f2de2ea7e1fec60a3""}]},{""level"":0,""filename"":""src/main/java/java/npe/InstanceOf.java"",""line_number"":40,""column_number"":-1,""description"":"""",""node_tags"":[]},{""level"":0,""filename"":""src/main/java/java/npe/InstanceOf.java"",""line_number"":41,""column_number"":-1,""description"":""Taking false branch"",""node_tags"":[{""tag"":""kind"",""value"":""condition""},{""tag"":""branch"",""value"":""false""}]},{""level"":0,""filename"":""src/main/java/java/npe/InstanceOf.java"",""line_number"":44,""column_number"":-1,""description"":"""",""node_tags"":[]}]}","1017770214","<qualifier_tags><bucket>B1</bucket><line>44</line><assigned_line>40</assigned_line><value>o</value></qualifier_tags>","361209178","25","false",""
PROVER,ERROR,NULL_DEREFERENCE,"object `xAsString` last assigned on line 44 could be null and is dereferenced at line 55",HIGH,55,"String GuaranteedFieldDereference.test3Report()","java.npe.GuaranteedFieldDereference.test3Report():java.lang.String.c01179b2687a3b04ec79babba37157db",src/main/java/java/npe/GuaranteedFieldDereference.java,"{""trace"":[{""level"":0,""filename"":""src/main/java/java/npe/GuaranteedFieldDereference.java"",""line_number"":41,""column_number"":-1,""description"":""start of procedure test3Report()"",""node_tags"":[{""tag"":""kind"",""value"":""procedure_start""},{""tag"":""name"",""value"":""String GuaranteedFieldDereference.test3Report()""},{""tag"":""name_id"",""value"":""java.npe.GuaranteedFieldDereference.test3Report():java.lang.String.c01179b2687a3b04ec79babba37157db""}]},{""level"":0,""filename"":""src/main/java/java/npe/GuaranteedFieldDereference.java"",""line_number"":42,""column_number"":-1,""description"":"""",""node_tags"":[]},{""level"":0,""filename"":""src/main/java/java/npe/GuaranteedFieldDereference.java"",""line_number"":43,""column_number"":-1,""description"":""Skipping StringBuffer(): unknown method"",""node_tags"":[]},{""level"":0,""filename"":""src/main/java/java/npe/GuaranteedFieldDereference.java"",""line_number"":44,""column_number"":-1,""description"":"""",""node_tags"":[]},{""level"":0,""filename"":""src/main/java/java/npe/GuaranteedFieldDereference.java"",""line_number"":45,""column_number"":-1,""description"":""Taking false branch"",""node_tags"":[{""tag"":""kind"",""value"":""condition""},{""tag"":""branch"",""value"":""false""}]},{""level"":0,""filename"":""src/main/java/java/npe/GuaranteedFieldDereference.java"",""line_number"":47,""column_number"":-1,""description"":""Skipping append(...): unknown method"",""node_tags"":[]},{""level"":0,""filename"":""src/main/java/java/npe/GuaranteedFieldDereference.java"",""line_number"":48,""column_number"":-1,""description"":""Taking false branch"",""node_tags"":[{""tag"":""kind"",""value"":""condition""},{""tag"":""branch"",""value"":""false""}]},{""level"":0,""filename"":""src/main/java/java/npe/GuaranteedFieldDereference.java"",""line_number"":50,""column_number"":-1,""description"":""Taking true branch"",""node_tags"":[{""tag"":""kind"",""value"":""condition""},{""tag"":""branch"",""value"":""true""}]},{""level"":0,""filename"":""src/main/java/java/npe/GuaranteedFieldDereference.java"",""line_number"":51,""column_number"":-1,""description"":""Skipping append(...): unknown method"",""node_tags"":[]},{""level"":0,""filename"":""src/main/java/java/npe/GuaranteedFieldDereference.java"",""line_number"":54,""column_number"":-1,""description"":""Skipping append(...): unknown method"",""node_tags"":[]},{""level"":0,""filename"":""src/main/java/java/npe/GuaranteedFieldDereference.java"",""line_number"":55,""column_number"":-1,""description"":"""",""node_tags"":[]}]}","894341915","<qualifier_tags><bucket>B1</bucket><line>55</line><assigned_line>44</assigned_line><value>xAsString</value></qualifier_tags>","1008709444","26","false",""
PROVER,ERROR,NULL_DEREFERENCE,"object `x` last assigned on line 46 could be null and is dereferenced at line 55",HIGH,55,"int NullPointerCategories.nullExceptionPathStatementCovered(InputStream)","java.npe.NullPointerCategories.nullExceptionPathStatementCovered(java.io.InputStream):int.132d8e563922b238fab32affc31fd0e9",src/main/java/java/npe/NullPointerCategories.java,"{""trace"":[{""level"":0,""filename"":""src/main/java/java/npe/NullPointerCategories.java"",""line_number"":45,""column_number"":-1,""description"":""start of procedure nullExceptionPathStatementCovered(...)"",""node_tags"":[{""tag"":""kind"",""value"":""procedure_start""},{""tag"":""name"",""value"":""int NullPointerCategories.nullExceptionPathStatementCovered(InputStream)""},{""tag"":""name_id"",""value"":""java.npe.NullPointerCategories.nullExceptionPathStatementCovered(java.io.InputStream):int.132d8e563922b238fab32affc31fd0e9""}]},{""level"":0,""filename"":""src/main/java/java/npe/NullPointerCategories.java"",""line_number"":46,""column_number"":-1,""description"":"""",""node_tags"":[]},{""level"":0,""filename"":""src/main/java/java/npe/NullPointerCategories.java"",""line_number"":47,""column_number"":-1,""description"":"""",""node_tags"":[]},{""level"":0,""filename"":""src/main/java/java/npe/NullPointerCategories.java"",""line_number"":49,""column_number"":-1,""description"":""exception java.io.IOException"",""node_tags"":[{""tag"":""name"",""value"":""java.io.IOException""},{""tag"":""kind"",""value"":""exception""}]},{""level"":0,""filename"":""src/main/java/java/npe/NullPointerCategories.java"",""line_number"":51,""column_number"":-1,""description"":""Switch condition is true. Entering switch case"",""node_tags"":[{""tag"":""kind"",""value"":""condition""},{""tag"":""branch"",""value"":""true""}]},{""level"":0,""filename"":""src/main/java/java/npe/NullPointerCategories.java"",""line_number"":52,""column_number"":-1,""description"":"""",""node_tags"":[]},{""level"":0,""filename"":""src/main/java/java/npe/NullPointerCategories.java"",""line_number"":55,""column_number"":-1,""description"":"""",""node_tags"":[]}]}","35995679","<qualifier_tags><bucket>B1</bucket><line>55</line><assigned_line>46</assigned_line><value>x</value></qualifier_tags>","460009336","27","false",""
PROVER,ERROR,NULL_DEREFERENCE,"object `o` last assigned on line 49 could be null and is dereferenced at line 50",HIGH,50,"void EclipseNullReferenceTestCases$Report3$X.foo(Object)","java.npe.EclipseNullReferenceTestCases$Report3$X.foo(java.lang.Object):void.20dd2c73f410a6efb828d41f157ad635",src/main/java/java/npe/EclipseNullReferenceTestCases.java,"{""trace"":[{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":48,""column_number"":-1,""description"":""start of procedure foo(...)"",""node_tags"":[{""tag"":""kind"",""value"":""procedure_start""},{""tag"":""name"",""value"":""void EclipseNullReferenceTestCases$Report3$X.foo(Object)""},{""tag"":""name_id"",""value"":""java.npe.EclipseNullReferenceTestCases$Report3$X.foo(java.lang.Object):void.20dd2c73f410a6efb828d41f157ad635""}]},{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":49,""column_number"":-1,""description"":"""",""node_tags"":[]},{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":50,""column_number"":-1,""description"":"""",""node_tags"":[]}]}","258590893","<qualifier_tags><bucket>B1</bucket><line>50</line><assigned_line>49</assigned_line><value>o</value></qualifier_tags>","591880275","28","false",""
PROVER,ERROR,NULL_DEREFERENCE,"object `r` last assigned on line 53 could be null and is dereferenced at line 62",HIGH,62,"Object FalsePositiveOnExceptionPath.f(int)","java.npe.FalsePositiveOnExceptionPath.f(int):java.lang.Object.75784e429e291dea356a62701990eda3",src/main/java/java/npe/FalsePositiveOnExceptionPath.java,"{""trace"":[{""level"":0,""filename"":""src/main/java/java/npe/FalsePositiveOnExceptionPath.java"",""line_number"":49,""column_number"":-1,""description"":""start of procedure f(...)"",""node_tags"":[{""tag"":""kind"",""value"":""procedure_start""},{""tag"":""name"",""value"":""Object FalsePositiveOnExceptionPath.f(int)""},{""tag"":""name_id"",""value"":""java.npe.FalsePositiveOnExceptionPath.f(int):java.lang.Object.75784e429e291dea356a62701990eda3""}]},{""level"":0,""filename"":""src/main/java/java/npe/FalsePositiveOnExceptionPath.java"",""line_number"":53,""column_number"":-1,""description"":"""",""node_tags"":[]},{""level"":1,""filename"":""src/main/java/java/npe/FalsePositiveOnExceptionPath.java"",""line_number"":36,""column_number"":-1,""description"":""start of procedure getInstance(...)"",""node_tags"":[{""tag"":""kind"",""value"":""procedure_start""},{""tag"":""name"",""value"":""Object FalsePositiveOnExceptionPath.getInstance(int)""},{""tag"":""name_id"",""value"":""java.npe.FalsePositiveOnExceptionPath.getInstance(int):java.lang.Object.12b50cb95b5094f315b58e2a8e5e4414""}]},{""level"":1,""filename"":""src/main/java/java/npe/FalsePositiveOnExceptionPath.java"",""line_number"":37,""column_number"":-1,""description"":""Taking true branch"",""node_tags"":[{""tag"":""kind"",""value"":""condition""},{""tag"":""branch"",""value"":""true""}]},{""level"":1,""filename"":""src/main/java/java/npe/FalsePositiveOnExceptionPath.java"",""line_number"":37,""column_number"":-1,""description"":""Taking true branch"",""node_tags"":[{""tag"":""kind"",""value"":""condition""},{""tag"":""branch"",""value"":""true""}]},{""level"":1,""filename"":""src/main/java/java/npe/FalsePositiveOnExceptionPath.java"",""line_number"":37,""column_number"":-1,""description"":""Taking false branch"",""node_tags"":[{""tag"":""kind"",""value"":""condition""},{""tag"":""branch"",""value"":""false""}]},{""level"":1,""filename"":""src/main/java/java/npe/FalsePositiveOnExceptionPath.java"",""line_number"":43,""column_number"":-1,""description"":"""",""node_tags"":[]},{""level"":1,""filename"":""src/main/java/java/npe/FalsePositiveOnExceptionPath.java"",""line_number"":45,""column_number"":-1,""description"":""return from a call to Object FalsePositiveOnExceptionPath.getInstance(int)"",""node_tags"":[{""tag"":""kind"",""value"":""procedure_end""},{""tag"":""name"",""value"":""Object FalsePositiveOnExceptionPath.getInstance(int)""},{""tag"":""name_id"",""value"":""java.npe.FalsePositiveOnExceptionPath.getInstance(int):java.lang.Object.12b50cb95b5094f315b58e2a8e5e4414""}]},{""level"":0,""filename"":""src/main/java/java/npe/FalsePositiveOnExceptionPath.java"",""line_number"":62,""column_number"":-1,""description"":"""",""node_tags"":[]}]}","968633817","<qualifier_tags><bucket>B2</bucket><line>62</line><assigned_line>53</assigned_line><value>r</value></qualifier_tags>","92422279","29","false",""
PROVER,ERROR,NULL_DEREFERENCE,"object `x` last assigned on line 59 could be null and is dereferenced at line 68",HIGH,68,"int NullPointerCategories.nullExceptionPathBranchCovered(InputStream)","java.npe.NullPointerCategories.nullExceptionPathBranchCovered(java.io.InputStream):int.ca1ba380a0f1824ee5aa590b0693dfbb",src/main/java/java/npe/NullPointerCategories.java,"{""trace"":[{""level"":0,""filename"":""src/main/java/java/npe/NullPointerCategories.java"",""line_number"":58,""column_number"":-1,""description"":""start of procedure nullExceptionPathBranchCovered(...)"",""node_tags"":[{""tag"":""kind"",""value"":""procedure_start""},{""tag"":""name"",""value"":""int NullPointerCategories.nullExceptionPathBranchCovered(InputStream)""},{""tag"":""name_id"",""value"":""java.npe.NullPointerCategories.nullExceptionPathBranchCovered(java.io.InputStream):int.ca1ba380a0f1824ee5aa590b0693dfbb""}]},{""level"":0,""filename"":""src/main/java/java/npe/NullPointerCategories.java"",""line_number"":59,""column_number"":-1,""description"":"""",""node_tags"":[]},{""level"":0,""filename"":""src/main/java/java/npe/NullPointerCategories.java"",""line_number"":60,""column_number"":-1,""description"":"""",""node_tags"":[]},{""level"":0,""filename"":""src/main/java/java/npe/NullPointerCategories.java"",""line_number"":62,""column_number"":-1,""description"":""exception java.io.IOException"",""node_tags"":[{""tag"":""name"",""value"":""java.io.IOException""},{""tag"":""kind"",""value"":""exception""}]},{""level"":0,""filename"":""src/main/java/java/npe/NullPointerCategories.java"",""line_number"":64,""column_number"":-1,""description"":""Switch condition is true. Entering switch case"",""node_tags"":[{""tag"":""kind"",""value"":""condition""},{""tag"":""branch"",""value"":""true""}]},{""level"":0,""filename"":""src/main/java/java/npe/NullPointerCategories.java"",""line_number"":68,""column_number"":-1,""description"":"""",""node_tags"":[]}]}","639664829","<qualifier_tags><bucket>B1</bucket><line>68</line><assigned_line>59</assigned_line><value>x</value></qualifier_tags>","23950126","30","false",""
PROVER,ERROR,NULL_DEREFERENCE,"object `o` last assigned on line 60 could be null and is dereferenced at line 61",HIGH,61,"void EclipseNullReferenceTestCases$Report4$X.foo()","java.npe.EclipseNullReferenceTestCases$Report4$X.foo():void.27cbb6f2bb928691a1b1062a9e5f9ecc",src/main/java/java/npe/EclipseNullReferenceTestCases.java,"{""trace"":[{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":59,""column_number"":-1,""description"":""start of procedure foo()"",""node_tags"":[{""tag"":""kind"",""value"":""procedure_start""},{""tag"":""name"",""value"":""void EclipseNullReferenceTestCases$Report4$X.foo()""},{""tag"":""name_id"",""value"":""java.npe.EclipseNullReferenceTestCases$Report4$X.foo():void.27cbb6f2bb928691a1b1062a9e5f9ecc""}]},{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":60,""column_number"":-1,""description"":"""",""node_tags"":[]},{""level"":0,""filename"":""src/main/java/java/npe/EclipseNullReferenceTestCases.java"",""line_number"":61,""column_number"":-1,""description"":"""",""node_tags"":[]}]}","258590893","<qualifier_tags><bucket>B1</bucket><line>61</line><assigned_line>60</assigned_line><value>o</value></qualifier_tags>","303075764","31","false",""
PROVER,ERROR,NULL_DEREFERENCE,"object `y` last assigned on line 63 could be null and is dereferenced at line 66",HIGH,66,"int GuaranteedDereference.test6aReport(Object)","java.npe.GuaranteedDereference.test6aReport(java.lang.Object):int.787b85c605f5d5f1c9b27a44c79258b8",src/main/java/java/npe/GuaranteedDereference.java,"{""trace"":[{""level"":0,""filename"":""src/main/java/java/npe/GuaranteedDereference.java"",""line_number"":62,""column_number"":-1,""description"":""start of procedure test6aReport(...)"",""node_tags"":[{""tag"":""kind"",""value"":""procedure_start""},{""tag"":""name"",""value"":""int GuaranteedDereference.test6aReport(Object)""},{""tag"":""name_id"",""value"":""java.npe.GuaranteedDereference.test6aReport(java.lang.Object):int.787b85c605f5d5f1c9b27a44c79258b8""}]},{""level"":0,""filename"":""src/main/java/java/npe/GuaranteedDereference.java"",""line_number"":63,""column_number"":-1,""description"":"""",""node_tags"":[]},{""level"":0,""filename"":""src/main/java/java/npe/GuaranteedDereference.java"",""line_number"":64,""column_number"":-1,""description"":""Taking false branch"",""node_tags"":[{""tag"":""kind"",""value"":""condition""},{""tag"":""branch"",""value"":""false""}]},{""level"":0,""filename"":""src/main/java/java/npe/GuaranteedDereference.java"",""line_number"":66,""column_number"":-1,""description"":"""",""node_tags"":[]}]}","942500848","<qualifier_tags><bucket>B1</bucket><line>66</line><assigned_line>63</assigned_line><value>y</value></qualifier_tags>","465872761","32","false",""
PROVER,ERROR,NULL_DEREFERENCE,"object `y` last assigned on line 70 could be null and is dereferenced at line 74",HIGH,74,"int GuaranteedDereference.test6bReport(Object)","java.npe.GuaranteedDereference.test6bReport(java.lang.Object):int.90c2b683aafc9b1a14d8abef32dfe268",src/main/java/java/npe/GuaranteedDereference.java,"{""trace"":[{""level"":0,""filename"":""src/main/java/java/npe/GuaranteedDereference.java"",""line_number"":69,""column_number"":-1,""description"":""start of procedure test6bReport(...)"",""node_tags"":[{""tag"":""kind"",""value"":""procedure_start""},{""tag"":""name"",""value"":""int GuaranteedDereference.test6bReport(Object)""},{""tag"":""name_id"",""value"":""java.npe.GuaranteedDereference.test6bReport(java.lang.Object):int.90c2b683aafc9b1a14d8abef32dfe268""}]},{""level"":0,""filename"":""src/main/java/java/npe/GuaranteedDereference.java"",""line_number"":70,""column_number"":-1,""description"":"""",""node_tags"":[]},{""level"":0,""filename"":""src/main/java/java/npe/GuaranteedDereference.java"",""line_number"":71,""column_number"":-1,""description"":""Taking false branch"",""node_tags"":[{""tag"":""kind"",""value"":""condition""},{""tag"":""branch"",""value"":""false""}]},{""level"":0,""filename"":""src/main/java/java/npe/GuaranteedDereference.java"",""line_number"":74,""column_number"":-1,""description"":"""",""node_tags"":[]}]}","942500848","<qualifier_tags><bucket>B1</bucket><line>74</line><assigned_line>70</assigned_line><value>y</value></qualifier_tags>","1045882348","33","false",""
PROVER,ERROR,NULL_DEREFERENCE,"object `y` last assigned on line 76 could be null and is dereferenced at line 79",HIGH,79,"int GuaranteedFieldDereference.test6aReport()","java.npe.GuaranteedFieldDereference.test6aReport():int.68ef7cc3c78a39a54216eb08b214ec3d",src/main/java/java/npe/GuaranteedFieldDereference.java,"{""trace"":[{""level"":0,""filename"":""src/main/java/java/npe/GuaranteedFieldDereference.java"",""line_number"":75,""column_number"":-1,""description"":""start of procedure test6aReport()"",""node_tags"":[{""tag"":""kind"",""value"":""procedure_start""},{""tag"":""name"",""value"":""int GuaranteedFieldDereference.test6aReport()""},{""tag"":""name_id"",""value"":""java.npe.GuaranteedFieldDereference.test6aReport():int.68ef7cc3c78a39a54216eb08b214ec3d""}]},{""level"":0,""filename"":""src/main/java/java/npe/GuaranteedFieldDereference.java"",""line_number"":76,""column_number"":-1,""description"":"""",""node_tags"":[]},{""level"":0,""filename"":""src/main/java/java/npe/GuaranteedFieldDereference.java"",""line_number"":77,""column_number"":-1,""description"":""Taking false branch"",""node_tags"":[{""tag"":""kind"",""value"":""condition""},{""tag"":""branch"",""value"":""false""}]},{""level"":0,""filename"":""src/main/java/java/npe/GuaranteedFieldDereference.java"",""line_number"":79,""column_number"":-1,""description"":"""",""node_tags"":[]}]}","67819898","<qualifier_tags><bucket>B1</bucket><line>79</line><assigned_line>76</assigned_line><value>y</value></qualifier_tags>","335754603","34","false",""
PROVER,ERROR,NULL_DEREFERENCE,"object `y` last assigned on line 78 could be null and is dereferenced at line 81",HIGH,81,"int GuaranteedDereference.test7Report(Object)","java.npe.GuaranteedDereference.test7Report(java.lang.Object):int.ca417acb44db6dd257f5ced43ebdf056",src/main/java/java/npe/GuaranteedDereference.java,"{""trace"":[{""level"":0,""filename"":""src/main/java/java/npe/GuaranteedDereference.java"",""line_number"":77,""column_number"":-1,""description"":""start of procedure test7Report(...)"",""node_tags"":[{""tag"":""kind"",""value"":""procedure_start""},{""tag"":""name"",""value"":""int GuaranteedDereference.test7Report(Object)""},{""tag"":""name_id"",""value"":""java.npe.GuaranteedDereference.test7Report(java.lang.Object):int.ca417acb44db6dd257f5ced43ebdf056""}]},{""level"":0,""filename"":""src/main/java/java/npe/GuaranteedDereference.java"",""line_number"":78,""column_number"":-1,""description"":"""",""node_tags"":[]},{""level"":0,""filename"":""src/main/java/java/npe/GuaranteedDereference.java"",""line_number"":79,""column_number"":-1,""description"":""Taking false branch"",""node_tags"":[{""tag"":""kind"",""value"":""condition""},{""tag"":""branch"",""value"":""false""}]},{""level"":0,""filename"":""src/main/java/java/npe/GuaranteedDereference.java"",""line_number"":81,""column_number"":-1,""description"":"""",""node_tags"":[]}]}","263407209","<qualifier_tags><bucket>B1</bucket><line>81</line><assigned_line>78</assigned_line><value>y</value></qualifier_tags>","165376014","35","false",""
PROVER,ERROR,NULL_DEREFERENCE,"object `y` last assigned on line 83 could be null and is dereferenced at line 87",HIGH,87,"int GuaranteedFieldDereference.test6bReport()","java.npe.GuaranteedFieldDereference.test6bReport():int.7c9b4918f198910ba22b700c6d204063",src/main/java/java/npe/GuaranteedFieldDereference.java,"{""trace"":[{""level"":0,""filename"":""src/main/java/java/npe/GuaranteedFieldDereference.java"",""line_number"":82,""column_number"":-1,""description"":""start of procedure test6bReport()"",""node_tags"":[{""tag"":""kind"",""value"":""procedure_start""},{""tag"":""name"",""value"":""int GuaranteedFieldDereference.test6bReport()""},{""tag"":""name_id"",""value"":""java.npe.GuaranteedFieldDereference.test6bReport():int.7c9b4918f198910ba22b700c6d204063""}]},{""level"":0,""filename"":""src/main/java/java/npe/GuaranteedFieldDereference.java"",""line_number"":83,""column_number"":-1,""description"":"""",""node_tags"":[]},{""level"":0,""filename"":""src/main/java/java/npe/GuaranteedFieldDereference.java"",""line_number"":84,""column_number"":-1,""description"":""Taking false branch"",""node_tags"":[{""tag"":""kind"",""value"":""condition""},{""tag"":""branch"",""value"":""false""}]},{""level"":0,""filename"":""src/main/java/java/npe/GuaranteedFieldDereference.java"",""line_number"":87,""column_number"":-1,""description"":"""",""node_tags"":[]}]}","67819898","<qualifier_tags><bucket>B1</bucket><line>87</line><assigned_line>83</assigned_line><value>y</value></qualifier_tags>","289057315","36","false",""
PROVER,ERROR,NULL_DEREFERENCE,"object `y` last assigned on line 86 could be null and is dereferenced at line 102",HIGH,102,"int GuaranteedDereference.test8ReportMaybe(Object,boolean,boolean)","java.npe.GuaranteedDereference.test8ReportMaybe(java.lang.Object,boolean,boolean):int.6fc1e3486eef5fba3e58d12a4b4cf32e",src/main/java/java/npe/GuaranteedDereference.java,"{""trace"":[{""level"":0,""filename"":""src/main/java/java/npe/GuaranteedDereference.java"",""line_number"":84,""column_number"":-1,""description"":""start of procedure test8ReportMaybe(...)"",""node_tags"":[{""tag"":""kind"",""value"":""procedure_start""},{""tag"":""name"",""value"":""int GuaranteedDereference.test8ReportMaybe(Object,boolean,boolean)""},{""tag"":""name_id"",""value"":""java.npe.GuaranteedDereference.test8ReportMaybe(java.lang.Object,boolean,boolean):int.6fc1e3486eef5fba3e58d12a4b4cf32e""}]},{""level"":0,""filename"":""src/main/java/java/npe/GuaranteedDereference.java"",""line_number"":85,""column_number"":-1,""description"":"""",""node_tags"":[]},{""level"":0,""filename"":""src/main/java/java/npe/GuaranteedDereference.java"",""line_number"":86,""column_number"":-1,""description"":"""",""node_tags"":[]},{""level"":0,""filename"":""src/main/java/java/npe/GuaranteedDereference.java"",""line_number"":87,""column_number"":-1,""description"":""Taking false branch"",""node_tags"":[{""tag"":""kind"",""value"":""condition""},{""tag"":""branch"",""value"":""false""}]},{""level"":0,""filename"":""src/main/java/java/npe/GuaranteedDereference.java"",""line_number"":91,""column_number"":-1,""description"":""Taking false branch"",""node_tags"":[{""tag"":""kind"",""value"":""condition""},{""tag"":""branch"",""value"":""false""}]},{""level"":0,""filename"":""src/main/java/java/npe/GuaranteedDereference.java"",""line_number"":94,""column_number"":-1,""description"":"""",""node_tags"":[]},{""level"":0,""filename"":""src/main/java/java/npe/GuaranteedDereference.java"",""line_number"":100,""column_number"":-1,""description"":""Taking false branch"",""node_tags"":[{""tag"":""kind"",""value"":""condition""},{""tag"":""branch"",""value"":""false""}]},{""level"":0,""filename"":""src/main/java/java/npe/GuaranteedDereference.java"",""line_number"":102,""column_number"":-1,""description"":"""",""node_tags"":[]}]}","158149152","<qualifier_tags><bucket>B1</bucket><line>102</line><assigned_line>86</assigned_line><value>y</value></qualifier_tags>","588179286","37","false",""
PROVER,ERROR,NULL_DEREFERENCE,"object `y` last assigned on line 91 could be null and is dereferenced at line 94",HIGH,94,"int GuaranteedFieldDereference.test7Report()","java.npe.GuaranteedFieldDereference.test7Report():int.2d7b94d2c1edf5d57ab9c06315d7bb17",src/main/java/java/npe/GuaranteedFieldDereference.java,"{""trace"":[{""level"":0,""filename"":""src/main/java/java/npe/GuaranteedFieldDereference.java"",""line_number"":90,""column_number"":-1,""description"":""start of procedure test7Report()"",""node_tags"":[{""tag"":""kind"",""value"":""procedure_start""},{""tag"":""name"",""value"":""int GuaranteedFieldDereference.test7Report()""},{""tag"":""name_id"",""value"":""java.npe.GuaranteedFieldDereference.test7Report():int.2d7b94d2c1edf5d57ab9c06315d7bb17""}]},{""level"":0,""filename"":""src/main/java/java/npe/GuaranteedFieldDereference.java"",""line_number"":91,""column_number"":-1,""description"":"""",""node_tags"":[]},{""level"":0,""filename"":""src/main/java/java/npe/GuaranteedFieldDereference.java"",""line_number"":92,""column_number"":-1,""description"":""Taking false branch"",""node_tags"":[{""tag"":""kind"",""value"":""condition""},{""tag"":""branch"",""value"":""false""}]},{""level"":0,""filename"":""src/main/java/java/npe/GuaranteedFieldDereference.java"",""line_number"":94,""column_number"":-1,""description"":"""",""node_tags"":[]}]}","767088187","<qualifier_tags><bucket>B1</bucket><line>94</line><assigned_line>91</assigned_line><value>y</value></qualifier_tags>","493895375","38","false",""
